Comm 0,Comm 1
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
29.8849,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
,0.6793
